"LOC","STA","STATION","C","BAND","SPN","NUMB","SPEC","AGE","HA","WRP","SEX","HS","SK","CP","BP","F","BM","FM","FW","JP","WNG","WEIGHT","STATUS","DATE","TIME","NET","ANET","DISP","PPC","SSC","PPF","SSF","TT","RR","HD","UPP","UNP","BPL","NF","FP","N","B","A","BRSTAT","IP","SP","year"
"MORA",11273,"SSPT","R","224167927",100800,"09600","RBSA","8","P",,"U",,,"0","1","0","0","N","2","0",129,50,"300",2018-07-06,"070","10","10",,"B","B","B","B","B","B",,,,"B",,"-","-","*","*","B","07","A",2018
"MORA",11273,"SSPT","N","224167929",100800,"09600","RBSA","1","Y",,"U",,,"0","0","0","0","N","1","0",123,0,"300",2018-06-06,"095","10","10",,"B","B","B","B","B","B",,,,"B",,"-","-","*","*","B","04","A",2018
"MORA",11273,"SSPT","R","224167929",100800,"09600","RBSA","1","B",,"U","G",,"0","1","0","0","N","1","0",120,49,"300",2018-07-06,"070","10","10",,"B","B","B","B","B","B",,,,"B",,"-","-","*","*","B","07","A",2018
"MORA",11273,"SSPT","N","270138002",100800,"09600","RBSA","8","P",,"U",,,"0","0","0","0","N",,,126,52,"300",2017-06-07,"081","08","08",,"B","B","B","B",,,,,,,,"-","-","*","*","B","04","A",2017
"MORA",11273,"SSPT","N","270138003",100800,"09600","RBSA","8","P",,"U",,,"0","0","0","0","N","1",,122,0,"300",2017-06-07,"081","01","01",,"B","B","B","B",,,,,,,,"-","-","*","*","B","04","A",2017
"MORA",11273,"SSPT","N","270138008",100800,"09600","RBSA","6","P",,"U",,,"0","4","0","0","N","2","0",124,60,"300",2018-07-06,"110","10","10",,"B","B","B","B","B","B",,,,"B",,"-","-","*","*","B","07","A",2018
"MORA",11273,"SSPT","N","224167920",101400,"09650","DOWO","8","E",,"M","P",,"0","2","0","0","N","3","0",94,25,"300",2017-07-13,"093","08","08",,,,,,,,,,,,,"-","-","*","*","B","08","A",2017
"MORA",11273,"SSPT","N","224167921",101400,"09650","DOWO","5","P",,"F","P",,"0","3","0","0","N","1","0",93,27,"300",2017-07-13,"110","03","03",,,,,,,,,,,,,"-","-","*","*","B","08","A",2017
"MORA",11273,"SSPT","N","121277211",101800,"09660","HAWO","8","E",,"M","P",,"0","1","0","1","S",,,120,73,"300",2017-07-07,"100","10","10",,"B","B","M","B","B","B",,,,,,"-","-","*","*","O","07","A",2017
"MORA",11273,"SSPT","N","270138004",101800,"09660","HAWO","6","Y",,"U",,,"0","0","0","4","S","1","0",123,68,"300",2017-07-07,"100","10","10",,"B","B","M","M","B","B",,,,,,"-","-","*","*","O","07","A",2017
"MORA",11273,"SSPT","N","270138005",101800,"09660","HAWO","1","Y",,"F","P",,"0","1","0","3","S","2","0",122,66,"300",2017-07-13,"073","08","08",,"B","M","U","U",,,,,,,,"-","-","*","*","O","08","A",2017
"MORA",11273,"SSPT","N","270138007",101800,"09660","HAWO","8","P",,"F","P",,"0","2","0","0","N","1","0",126,0,"300",2018-06-11,"103","07","07",,"B","B","B","B","B","B",,,,"B",,"-","-","*","*","O","05","A",2018
"MORA",11273,"SSPT","N","272092911",136600,"11475","WIFL","5","LP",,"U",,,"0","0","0","0","N","1","0",67,12,"300",2018-06-06,"060","10","10",,"J","F","L","L",,,,,,,,"-","-","*","*","O","04","A",2018
"MORA",11273,"SSPT","N","272092912",136600,"11475","WIFL","5","PL",,"U",,,"0","0","0","0","N","1","0",61,11,"300",2018-06-06,"060","07","07",,"J","F","L","L",,,,,,,,"-","-","*","*","O","04","A",2018
"MORA",11273,"SSPT","N","272092918",136600,"11475","WIFL","5","P",,"U",,,"0","0","0","0","N","1","0",65,12,"300",2018-06-07,"085","10","10",,"J","F","J","L",,,,,,,,"-","-","*","*","O","04","B",2018
"MORA",11273,"SSPT","N","272092929",136600,"11475","WIFL","5","LS",,"U",,"6","0","0","0","0","N","1","0",66,12,"300",2018-06-26,"113","07","07",,"J","J","L","L","L",,,,,"F",,"-","-","*","*","O","06","A",2018
"MORA",11273,"SSPT","N","279049219",137000,"11510","HAFL","1","SB",,"F","B","6","0","4","0","0","N","2",,67,11,"300",2018-07-06,"081","01","01",,"B","B","B","B","B","B",,,,"B","B","-","-","*","*","T","07","A",2018
"MORA",11273,"SSPT","N","272092904",137600,"11555","WEFL","2","S",,"U",,"2","0","0","0","0","N","0","0",69,11,"300",2017-06-07,"104","03","03",,"J","J","J","J",,,,,,,,"-","-","*","*","B","04","A",2017
"MORA",11273,"SSPT","N","272092917",137500,"11555","PSFL","1","PL",,"U",,,"0","0","0","0","N","1","0",62,10,"300",2018-06-07,"085","10","10",,"B","B","B","B","L",,,,,,,"-","-","*","*","B","04","B",2018
"MORA",11273,"SSPT","N","272092920",137500,"11555","PSFL","6","P",,"U",,,"0","0","0","0","N","2","0",65,0,"300",2018-06-11,"073","02","02",,"B","B","B","B","B","B",,,,"B",,"-","-","*","*","B","05","A",2018
"MORA",11273,"SSPT","N","272092933",137500,"11555","PSFL","0",,,"U",,,,,,,,,,65,0,"300",2018-07-19,"071","10","10",,,,,,,,,,,,,"-","-","*","*","B","08","A",2018
"MORA",11273,"SSPT","N","279049203",137500,"11555","PSFL","1","Y",,"F","T","5","0","0","0","0","N","4","0",63,10,"300",2017-06-07,"094","08","08",,"B","B","B","B","B","B",,,,"B","B","-","-","*","*","B","04","A",2017
"MORA",11273,"SSPT","N","279049204",137500,"11555","PSFL","1","Y",,"F","B","6","0","1","1","0","N","2","0",70,12,"300",2017-06-13,"065","10","10",,"B","B","B","B","B","B",,,,"B","B","-","-","*","*","B","05","A",2017
